194807,0,46,0,0,0,0,0,30,1778,358,64,168,333,41,0,142,0,0,203,0,0,0,0,20,0,0,0,356,0,13,0
194808,91,300,36,51,0,0,0,0,36,0,0,0,M,0,130,315,0,M,0,0,0,0,0,28,0,0,0,0,0,0,M
